"";"seqIDs";"CPC2";"PLEK";"FEELnc";"CPAT";"LncFinder";"lncRNA_Mdeep"
"6900";"MSTRG.6457.1";1;1;0;1;0;1
"6901";"MSTRG.6458.1";1;1;0;1;0;1
"6902";"MSTRG.6459.1";1;1;0;0;0;1
"6903";"MSTRG.6460.1";1;1;0;0;0;0
"6904";"MSTRG.6461.1";1;1;0;0;0;0
"6905";"MSTRG.6462.1";1;0;0;0;0;0
"6906";"MSTRG.6462.2";1;0;0;0;0;0
"6907";"MSTRG.6464.1";1;1;0;0;0;0
"6908";"MSTRG.6465.1";1;1;0;0;0;0
"6909";"MSTRG.6466.1";1;1;0;1;0;1
"6910";"MSTRG.6467.1";1;1;0;0;0;0
"6911";"MSTRG.6468.1";1;1;0;1;0;0
"6912";"MSTRG.6469.1";1;1;0;1;0;1
"6913";"MSTRG.6470.1";1;1;0;1;0;0
"6914";"MSTRG.6471.1";1;1;0;1;0;0
"6915";"MSTRG.6472.1";1;1;0;1;0;1
"6916";"MSTRG.6473.1";1;1;0;1;0;1
"6917";"MSTRG.6474.1";1;1;0;0;0;1
"6918";"MSTRG.6475.1";1;1;0;1;0;0
"6919";"MSTRG.6476.1";1;1;0;1;0;1
"6920";"MSTRG.6477.1";1;1;0;1;0;0
"6921";"MSTRG.6478.1";1;1;0;0;0;0
"6922";"MSTRG.6480.1";1;1;0;0;0;0
"6923";"MSTRG.6481.1";1;1;0;0;0;0
"6924";"MSTRG.6482.1";1;1;0;0;0;0
"6925";"MSTRG.6483.1";1;1;0;0;0;0
"6926";"MSTRG.6484.1";1;1;0;1;0;1
"6927";"MSTRG.6485.1";1;1;0;1;0;0
"6928";"MSTRG.6479.1";1;1;0;0;0;0
"6929";"MSTRG.6487.1";1;1;0;1;0;0
"6930";"MSTRG.6486.1";1;1;0;0;0;0
"6931";"MSTRG.6488.1";1;1;0;0;0;0
"6932";"MSTRG.6489.1";1;1;0;0;0;0
"6933";"MSTRG.6490.1";1;1;0;0;0;0
"6934";"MSTRG.6491.1";1;1;0;0;0;0
"6935";"MSTRG.6492.1";1;1;0;0;0;0
"6936";"MSTRG.6493.1";1;1;0;0;0;1
"6937";"MSTRG.6494.1";1;1;0;0;0;1
"6938";"MSTRG.6495.1";1;1;0;0;0;0
"6939";"MSTRG.6495.2";1;1;0;0;0;0
"6940";"MSTRG.6495.3";1;1;0;0;0;0
"6941";"MSTRG.6501.1";1;0;0;0;0;0
"6942";"MSTRG.6502.10";1;1;0;0;1;0
"6943";"MSTRG.6503.1";1;1;0;0;0;0
"6944";"MSTRG.6504.1";1;1;0;0;0;1
"6945";"MSTRG.6506.1";1;1;0;0;0;0
"6946";"MSTRG.6506.2";1;1;0;0;0;0
"6947";"MSTRG.6504.2";1;1;0;0;0;0
"6948";"MSTRG.6504.3";1;0;0;0;0;0
"6949";"MSTRG.6504.6";1;1;0;0;0;0
"6950";"MSTRG.6504.4";1;1;0;0;0;1
"6951";"MSTRG.6504.5";1;1;0;0;0;1
"6952";"MSTRG.6504.7";1;1;0;0;0;1
"6953";"MSTRG.6504.8";1;1;0;0;0;1
"6954";"MSTRG.6504.9";1;1;0;0;0;0
"6955";"MSTRG.6504.10";1;1;0;0;0;1
"6956";"MSTRG.6507.8";1;0;0;0;0;0
"6957";"MSTRG.6508.5";1;1;0;0;0;0
"6958";"MSTRG.6504.11";1;1;0;0;0;0
"6959";"MSTRG.6504.12";1;1;0;0;0;0
"6960";"MSTRG.6504.13";1;1;0;0;0;0
"6961";"MSTRG.6509.1";1;1;0;0;0;0
"6962";"MSTRG.6509.2";1;1;0;0;0;1
"6963";"MSTRG.6510.1";1;1;0;0;0;0
"6964";"MSTRG.6511.1";1;1;0;0;0;0
"6965";"MSTRG.6512.1";1;1;0;0;0;0
"6966";"MSTRG.6514.1";1;1;0;0;0;0
"6967";"MSTRG.6515.1";1;1;0;0;0;0
"6968";"MSTRG.6516.1";1;1;0;0;0;0
"6969";"MSTRG.6517.1";1;1;0;0;0;0
"6970";"MSTRG.6518.1";1;1;0;0;0;1
"6971";"MSTRG.6519.1";1;1;0;0;0;0
"6972";"ENSMGAT00000016520";1;1;0;0;0;0
"6973";"MSTRG.6539.3";1;0;0;0;0;0
"6974";"MSTRG.6540.1";1;1;0;1;0;1
"6975";"MSTRG.6541.3";1;1;0;0;0;0
"6976";"MSTRG.6542.1";1;1;0;1;0;1
"6977";"MSTRG.6545.1";1;0;0;0;0;1
"6978";"MSTRG.6546.1";1;0;0;0;0;1
"6979";"MSTRG.6549.1";1;1;0;0;1;0
"6980";"MSTRG.6550.1";1;0;0;0;1;0
"6981";"MSTRG.6520.1";1;1;0;0;0;0
"6982";"MSTRG.6522.1";1;1;0;0;0;1
"6983";"MSTRG.6523.1";1;1;0;1;0;0
"6984";"MSTRG.6524.1";1;1;0;0;0;1
"6985";"MSTRG.6525.1";1;1;0;1;0;1
"6986";"MSTRG.6526.1";1;1;0;0;1;0
"6987";"MSTRG.6527.1";1;1;0;0;0;0
"6988";"MSTRG.6527.2";1;1;0;0;0;1
"6989";"MSTRG.6527.3";1;1;0;0;0;0
"6990";"MSTRG.6528.1";1;1;0;1;0;1
"6991";"MSTRG.6529.1";1;1;0;0;0;0
"6992";"MSTRG.6530.1";1;1;0;0;0;1
"6993";"MSTRG.6531.1";1;1;0;0;0;0
"6994";"MSTRG.6532.1";1;1;0;0;0;1
"6995";"MSTRG.6533.1";1;1;1;0;0;0
"6996";"MSTRG.6534.1";1;1;0;0;0;1
"6997";"MSTRG.6551.1";1;1;0;0;0;0
"6998";"MSTRG.6552.1";1;1;0;0;0;1
"6999";"MSTRG.6553.1";1;1;0;0;0;0
"7000";"MSTRG.6554.1";1;1;0;0;0;0
"7001";"MSTRG.6555.1";1;1;1;1;0;1
"7002";"MSTRG.6556.1";1;1;0;0;0;1
"7003";"MSTRG.6557.1";1;1;0;1;0;0
"7004";"MSTRG.6558.1";1;1;0;1;0;0
"7005";"MSTRG.6559.1";1;1;0;0;0;0
"7006";"MSTRG.6560.1";1;1;0;1;0;1
"7007";"MSTRG.6561.5";1;0;0;0;0;0
"7008";"MSTRG.6561.12";1;0;0;0;1;0
"7009";"MSTRG.6561.15";1;1;0;0;0;0
"7010";"MSTRG.6561.17";1;1;0;0;0;0
"7011";"MSTRG.6562.1";1;1;0;1;1;1
"7012";"MSTRG.6563.1";1;1;0;1;1;1
"7013";"MSTRG.6567.3";1;1;0;0;0;0
"7014";"MSTRG.6568.1";1;1;0;0;0;0
"7015";"MSTRG.6564.1";1;1;0;0;0;0
"7016";"MSTRG.6565.1";1;1;0;0;0;0
"7017";"MSTRG.6566.1";1;1;0;0;0;0
"7018";"MSTRG.6569.1";1;0;0;0;0;0
"7019";"ENSMGAT00000016051";1;1;0;0;0;0
"7020";"MSTRG.6571.1";1;1;0;0;0;0
"7021";"MSTRG.6572.1";1;1;0;0;0;0
"7022";"MSTRG.6574.1";1;1;0;0;0;0
"7023";"MSTRG.6575.1";1;1;0;0;0;0
"7024";"MSTRG.6576.1";1;1;0;1;0;0
"7025";"MSTRG.6577.1";1;1;0;0;1;0
"7026";"MSTRG.6578.1";1;1;0;0;0;0
"7027";"MSTRG.6579.1";1;1;0;0;0;0
"7028";"MSTRG.6580.1";1;1;0;1;0;0
"7029";"MSTRG.6581.1";1;1;0;0;0;0
"7030";"ENSMGAT00000016534";1;1;0;0;0;0
"7031";"MSTRG.6583.1";1;1;0;0;0;1
"7032";"MSTRG.6584.1";1;1;0;0;0;1
"7033";"MSTRG.6589.1";1;1;0;1;0;1
"7034";"MSTRG.6590.1";1;1;0;1;0;0
"7035";"MSTRG.6591.1";1;1;0;0;0;0
"7036";"MSTRG.6592.1";1;1;0;0;0;0
"7037";"MSTRG.6593.1";1;1;1;1;0;0
"7038";"MSTRG.6594.1";1;1;0;1;0;0
"7039";"MSTRG.6595.1";1;1;0;0;0;1
"7040";"MSTRG.6596.1";1;1;0;1;0;0
"7041";"MSTRG.6597.1";1;1;0;1;0;1
"7042";"MSTRG.6598.1";1;1;0;0;0;0
"7043";"MSTRG.6599.1";1;1;0;1;0;0
"7044";"MSTRG.6600.1";1;1;0;0;0;0
"7045";"MSTRG.6601.1";1;1;0;0;0;0
"7046";"MSTRG.6602.1";1;1;0;1;0;0
"7047";"MSTRG.6603.1";1;1;0;0;0;0
"7048";"MSTRG.6604.1";1;1;0;0;0;0
"7049";"MSTRG.6606.1";1;1;0;1;0;0
"7050";"MSTRG.6607.1";1;1;0;0;0;0
"7051";"MSTRG.6609.1";1;1;0;0;0;0
"7052";"MSTRG.6609.4";1;1;0;0;0;0
"7053";"MSTRG.6608.1";1;1;0;1;0;0
"7054";"MSTRG.6611.1";1;1;0;0;0;1
"7055";"MSTRG.6610.1";1;1;0;1;0;0
"7056";"MSTRG.6614.1";1;1;0;0;0;0
"7057";"MSTRG.6615.1";1;1;0;1;0;1
"7058";"MSTRG.6616.1";1;1;0;0;0;1
"7059";"MSTRG.6617.1";1;1;0;0;0;0
"7060";"MSTRG.6619.1";1;1;0;0;0;0
"7061";"MSTRG.6619.2";1;1;0;0;0;0
"7062";"MSTRG.6620.1";1;1;0;0;0;1
"7063";"MSTRG.6618.1";1;1;0;0;0;1
"7064";"MSTRG.6621.1";1;1;0;1;0;0
"7065";"MSTRG.6622.1";1;1;0;1;0;0
"7066";"MSTRG.6623.1";1;1;0;1;0;0
"7067";"MSTRG.6624.1";1;1;0;0;0;1
"7068";"MSTRG.6625.1";1;1;0;0;0;1
"7069";"MSTRG.6626.1";1;1;0;0;0;0
"7070";"MSTRG.6627.1";1;1;0;0;0;0
"7071";"MSTRG.6628.1";1;1;0;0;0;0
"7072";"MSTRG.6630.1";1;1;0;0;0;0
"7073";"MSTRG.6631.1";1;1;0;0;0;0
"7074";"MSTRG.6632.1";1;1;0;1;0;0
"7075";"MSTRG.6633.1";1;1;0;0;0;0
"7076";"MSTRG.6634.1";1;1;0;0;0;1
"7077";"MSTRG.6635.1";1;1;0;0;0;0
"7078";"MSTRG.6636.1";1;0;0;0;0;0
"7079";"MSTRG.6637.1";1;1;0;0;0;1
"7080";"MSTRG.6638.1";1;1;0;1;0;0
"7081";"MSTRG.6639.1";1;1;0;0;0;1
"7082";"MSTRG.6640.1";1;1;0;1;0;1
"7083";"MSTRG.6641.1";1;1;0;1;0;0
"7084";"MSTRG.6642.1";1;1;0;0;0;1
"7085";"MSTRG.6643.7";1;1;0;0;0;0
"7086";"MSTRG.6644.1";1;1;0;0;0;0
"7087";"MSTRG.6645.1";1;1;0;0;0;1
"7088";"MSTRG.6646.1";1;1;0;0;0;0
"7089";"MSTRG.6647.1";1;1;0;0;0;0
"7090";"MSTRG.6648.1";1;1;0;0;0;1
"7091";"MSTRG.6648.2";1;1;0;0;0;0
"7092";"MSTRG.6649.1";1;1;0;1;0;0
"7093";"MSTRG.6648.4";1;1;0;0;0;0
"7094";"MSTRG.6648.3";1;1;0;0;0;0
"7095";"MSTRG.6648.5";1;1;0;0;0;0
"7096";"MSTRG.6650.1";1;1;0;0;0;1
"7097";"MSTRG.6652.1";1;1;0;0;0;0
"7098";"MSTRG.6651.1";1;1;0;0;0;0
"7099";"MSTRG.6653.1";1;1;0;0;0;0
"7100";"MSTRG.6654.1";1;0;0;0;0;0
"7101";"MSTRG.6655.1";1;1;0;0;0;0
"7102";"MSTRG.6656.1";1;1;0;0;0;0
"7103";"MSTRG.6657.1";1;1;0;0;0;0
"7104";"MSTRG.6659.1";1;1;0;1;0;1
"7105";"MSTRG.6661.1";1;1;0;0;0;0
"7106";"MSTRG.6661.2";1;1;0;0;0;0
"7107";"MSTRG.6661.3";1;0;0;0;0;0
"7108";"MSTRG.6663.1";1;1;0;1;0;1
"7109";"MSTRG.6660.1";1;1;0;0;0;0
"7110";"MSTRG.6670.1";1;1;0;0;0;1
"7111";"MSTRG.6664.1";1;1;0;0;0;0
"7112";"MSTRG.6665.1";1;1;0;1;0;0
"7113";"ENSMGAT00000017395";1;0;0;0;0;0
"7114";"MSTRG.6667.1";1;1;0;0;0;0
"7115";"MSTRG.6668.1";1;1;0;1;0;1
"7116";"MSTRG.6672.1";1;1;0;1;0;1
"7117";"MSTRG.6673.1";1;1;0;1;0;0
"7118";"MSTRG.6674.1";1;1;0;1;0;0
"7119";"MSTRG.6675.1";1;1;0;0;0;0
"7120";"MSTRG.6676.1";1;1;0;1;0;0
"7121";"MSTRG.6677.1";1;1;0;0;0;0
"7122";"MSTRG.6677.2";1;1;0;0;0;0
"7123";"MSTRG.6678.1";1;1;0;0;0;0
"7124";"MSTRG.6679.1";1;1;0;0;1;0
"7125";"MSTRG.6680.1";1;1;0;0;0;0
"7126";"MSTRG.6682.1";1;1;0;0;0;0
"7127";"MSTRG.6683.1";1;1;0;0;0;0
"7128";"MSTRG.6684.1";1;1;0;0;0;0
"7129";"MSTRG.6690.1";1;1;0;0;0;0
"7130";"MSTRG.6690.2";1;1;0;0;0;0
"7131";"MSTRG.6691.1";1;1;0;0;0;0
"7132";"MSTRG.6685.1";1;1;0;0;0;1
"7133";"MSTRG.6686.1";1;1;0;0;0;0
"7134";"MSTRG.6687.1";1;1;0;1;0;0
"7135";"MSTRG.6688.1";1;1;0;0;0;0
"7136";"MSTRG.6693.1";1;1;0;0;0;0
"7137";"MSTRG.6693.2";1;1;0;0;0;1
"7138";"MSTRG.6693.3";1;1;0;0;0;0
"7139";"MSTRG.6692.1";1;1;0;0;0;0
"7140";"MSTRG.6694.1";1;1;0;1;0;0
"7141";"MSTRG.6695.1";1;1;0;0;0;0
"7142";"MSTRG.6697.1";1;1;0;0;0;0
"7143";"MSTRG.6696.1";1;1;0;1;0;0
"7144";"MSTRG.6698.1";1;1;0;0;0;0
"7145";"MSTRG.6699.1";1;1;0;1;0;0
"7146";"MSTRG.6700.1";1;1;0;0;0;0
"7147";"MSTRG.6701.1";1;1;0;1;1;1
"7148";"MSTRG.6702.1";1;1;0;0;0;0
"7149";"MSTRG.6703.1";1;1;0;0;0;0
"7150";"MSTRG.6705.1";1;1;0;0;0;0
"7151";"MSTRG.6707.1";1;1;0;0;0;1
"7152";"MSTRG.6709.1";1;1;0;0;0;1
"7153";"MSTRG.6710.1";1;1;0;0;0;0
"7154";"MSTRG.6708.1";1;1;0;1;1;1
"7155";"MSTRG.6711.1";1;1;0;1;0;0
"7156";"MSTRG.6712.1";1;0;0;0;0;1
"7157";"MSTRG.6713.1";1;1;0;1;0;0
"7158";"MSTRG.6714.1";1;1;1;1;0;1
"7159";"MSTRG.6714.2";1;1;0;0;0;1
"7160";"MSTRG.6715.1";1;0;0;0;0;0
"7161";"MSTRG.6716.2";1;1;0;0;0;0
"7162";"MSTRG.6716.3";1;1;0;0;0;0
"7163";"MSTRG.6716.1";1;0;0;0;0;0
"7164";"MSTRG.6718.1";1;1;0;0;0;0
"7165";"MSTRG.6717.1";1;1;0;0;0;0
"7166";"MSTRG.6719.1";1;0;0;0;0;0
"7167";"MSTRG.6721.1";1;1;0;0;0;0
"7168";"MSTRG.6722.1";1;1;0;1;0;1
"7169";"MSTRG.6723.1";1;1;0;1;0;0
"7170";"MSTRG.6724.1";1;1;0;0;0;0
"7171";"MSTRG.6725.1";1;1;0;0;0;1
"7172";"MSTRG.6726.1";1;1;0;0;0;0
"7173";"MSTRG.6728.1";1;0;0;0;1;0
"7174";"MSTRG.6729.1";1;1;0;0;0;0
"7175";"MSTRG.6731.1";1;0;0;0;0;0
"7176";"MSTRG.6731.2";1;1;0;0;0;0
"7177";"MSTRG.6730.1";1;1;0;0;0;0
"7178";"MSTRG.6732.1";1;1;0;0;0;0
"7179";"MSTRG.6733.1";1;1;0;1;0;0
"7180";"MSTRG.6738.1";1;1;1;0;0;0
"7181";"ENSMGAT00000000381";1;0;0;1;1;1
"7182";"MSTRG.6740.1";1;1;0;0;0;0
"7183";"MSTRG.6734.1";1;1;0;1;1;1
"7184";"MSTRG.6735.1";1;1;0;0;0;0
"7185";"MSTRG.6743.1";1;1;0;0;0;1
"7186";"MSTRG.6744.1";1;1;0;0;0;1
"7187";"MSTRG.6741.1";1;1;0;1;0;1
"7188";"MSTRG.6742.1";1;1;0;0;0;1
"7189";"MSTRG.6745.1";1;1;0;0;0;1
"7190";"MSTRG.6746.1";1;1;0;1;0;0
"7191";"MSTRG.6747.1";1;1;0;0;0;1
"7192";"MSTRG.6748.1";1;1;0;1;0;1
"7193";"MSTRG.6749.1";1;1;0;0;0;1
"7194";"MSTRG.6750.1";1;1;0;1;0;1
"7195";"MSTRG.6751.1";1;1;0;0;0;1
"7196";"MSTRG.6752.1";1;1;0;0;0;0
"7197";"MSTRG.6753.1";1;1;0;0;0;1
"7198";"MSTRG.6754.1";1;1;0;0;0;0
"7199";"MSTRG.6755.1";1;1;0;1;0;0
"7200";"MSTRG.6756.1";1;1;1;0;0;0
"7201";"MSTRG.6757.1";1;1;0;0;0;0
"7202";"MSTRG.6758.1";1;1;0;1;0;0
"7203";"MSTRG.6759.1";1;1;0;0;0;0
"7204";"MSTRG.6760.1";1;1;0;0;0;1
"7205";"MSTRG.6762.1";1;1;0;0;0;1
"7206";"MSTRG.6763.1";1;1;0;0;0;0
"7207";"MSTRG.6764.1";1;1;0;1;0;1
"7208";"MSTRG.6765.1";1;1;0;0;0;0
"7209";"MSTRG.6766.1";1;1;0;0;0;1
"7210";"MSTRG.6767.1";1;1;1;1;0;0
"7211";"MSTRG.6768.1";1;1;0;0;0;0
"7212";"MSTRG.6769.1";1;1;0;0;0;0
"7213";"MSTRG.6770.1";1;1;0;0;0;1
"7214";"MSTRG.6771.1";1;0;0;0;0;1
"7215";"MSTRG.6772.1";1;1;0;0;0;0
"7216";"MSTRG.6773.1";1;1;0;0;0;0
"7217";"MSTRG.6774.1";1;1;0;0;1;1
"7218";"MSTRG.6775.2";1;1;0;0;0;0
"7219";"MSTRG.6776.1";1;1;0;1;0;1
"7220";"MSTRG.6777.1";1;1;0;0;0;0
"7221";"MSTRG.6778.1";1;1;0;1;0;1
"7222";"MSTRG.6779.1";1;1;0;1;0;1
"7223";"MSTRG.6780.1";1;1;0;1;0;1
"7224";"MSTRG.6781.1";1;1;0;1;0;1
"7225";"MSTRG.6782.1";1;1;0;0;0;1
"7226";"MSTRG.6784.1";1;1;0;0;0;0
"7227";"MSTRG.6785.1";1;1;0;0;0;1
"7228";"MSTRG.6786.1";1;1;0;0;0;1
"7229";"MSTRG.6787.1";1;1;0;0;0;0
"7230";"MSTRG.6788.1";1;1;0;0;0;0
"7231";"MSTRG.6789.1";1;1;0;0;0;0
"7232";"MSTRG.6790.1";1;1;0;0;0;1
"7233";"MSTRG.6791.1";1;1;0;0;0;1
"7234";"MSTRG.6792.1";1;1;0;0;0;0
"7235";"MSTRG.6793.1";1;1;0;0;0;1
"7236";"MSTRG.6821.1";1;1;0;1;0;1
"7237";"MSTRG.6823.1";1;1;0;0;0;1
"7238";"MSTRG.6825.1";1;1;0;0;1;0
"7239";"MSTRG.6824.20";1;1;0;0;0;0
"7240";"MSTRG.6824.23";1;1;0;0;0;0
"7241";"MSTRG.6824.24";1;1;0;0;0;0
"7242";"MSTRG.6826.1";1;1;0;0;0;0
"7243";"MSTRG.6827.1";1;0;0;0;1;1
"7244";"MSTRG.6828.3";1;1;0;0;0;0
"7245";"MSTRG.6794.1";1;0;0;0;0;0
"7246";"MSTRG.6795.1";1;1;0;0;0;0
"7247";"MSTRG.6796.1";1;1;0;0;0;1
"7248";"MSTRG.6797.1";1;1;0;1;0;0
"7249";"MSTRG.6802.1";1;1;0;0;1;0
"7250";"MSTRG.6801.4";1;0;0;0;1;0
"7251";"MSTRG.6801.1";1;0;0;0;1;0
"7252";"MSTRG.6801.3";1;0;0;0;1;0
"7253";"MSTRG.6801.2";1;0;0;0;1;0
"7254";"ENSMGAT00000016573";1;1;0;0;0;0
"7255";"MSTRG.6798.1";1;1;0;0;0;0
"7256";"MSTRG.6799.1";1;1;0;1;1;0
"7257";"MSTRG.6800.1";1;1;0;0;0;0
"7258";"MSTRG.6803.1";1;0;0;0;0;0
"7259";"MSTRG.6804.1";1;1;0;0;0;0
"7260";"MSTRG.6805.1";1;1;0;1;0;1
"7261";"MSTRG.6806.1";1;1;0;0;0;0
"7262";"MSTRG.6807.1";1;1;0;0;0;1
"7263";"MSTRG.6808.1";1;1;0;0;0;0
"7264";"MSTRG.6809.1";1;1;0;0;0;0
"7265";"MSTRG.6810.1";1;1;0;0;0;0
"7266";"MSTRG.6811.1";1;1;0;0;0;0
"7267";"MSTRG.6812.1";1;1;0;0;0;0
"7268";"MSTRG.6813.1";1;1;0;0;0;0
"7269";"MSTRG.6814.1";1;1;0;0;0;0
"7270";"MSTRG.6815.1";1;1;0;0;0;0
"7271";"MSTRG.6816.1";1;0;0;0;1;0
"7272";"MSTRG.6817.1";1;1;0;0;0;0
"7273";"MSTRG.6818.1";1;1;0;0;0;0
"7274";"MSTRG.6820.1";1;1;0;0;0;0
"7275";"MSTRG.6829.1";1;0;0;0;0;1
"7276";"MSTRG.6830.1";1;1;0;0;0;0
"7277";"MSTRG.6831.1";1;1;0;0;0;0
"7278";"MSTRG.6832.1";1;1;0;1;0;1
"7279";"MSTRG.6834.1";1;1;0;0;0;0
"7280";"MSTRG.6833.5";1;1;0;0;0;0
"7281";"MSTRG.6833.6";1;1;0;0;0;0
"7282";"MSTRG.6835.1";1;1;0;1;0;1
"7283";"MSTRG.6836.1";1;1;0;1;0;0
"7284";"MSTRG.6838.1";1;1;0;0;0;0
"7285";"MSTRG.6840.1";1;0;0;0;1;1
"7286";"MSTRG.6841.1";1;1;0;0;0;0
"7287";"MSTRG.6842.1";1;1;0;0;0;0
"7288";"MSTRG.6843.1";1;1;0;0;0;0
"7289";"MSTRG.6844.1";1;1;0;0;0;1
"7290";"MSTRG.6845.1";1;1;0;0;0;0
"7291";"MSTRG.6846.1";1;1;0;0;0;0
"7292";"MSTRG.6847.1";1;1;0;0;0;0
"7293";"MSTRG.6848.1";1;1;0;1;0;0
"7294";"MSTRG.6849.1";1;1;0;1;0;1
"7295";"MSTRG.6850.1";1;1;0;0;0;0
"7296";"MSTRG.6852.1";1;1;0;0;0;0
"7297";"MSTRG.6853.1";1;0;0;0;0;0
"7298";"MSTRG.6854.1";1;1;0;0;0;0
"7299";"MSTRG.6855.1";1;1;0;0;0;1
"7300";"MSTRG.6856.1";1;1;0;0;0;0
"7301";"MSTRG.6860.1";1;1;0;0;0;0
"7302";"ENSMGAT00000016580";1;1;0;0;0;0
"7303";"MSTRG.6861.4";1;0;0;0;1;0
"7304";"MSTRG.6858.1";1;1;0;0;0;1
"7305";"MSTRG.6869.1";1;0;0;0;0;0
"7306";"MSTRG.6871.1";1;1;0;0;0;0
"7307";"MSTRG.6872.1";1;1;0;0;0;1
"7308";"MSTRG.6873.1";1;1;0;0;0;0
"7309";"ENSMGAT00000016584";1;1;0;0;0;0
"7310";"MSTRG.6874.2";1;1;0;0;0;0
"7311";"MSTRG.6875.1";1;1;0;1;0;0
"7312";"MSTRG.6876.1";1;1;0;0;0;0
"7313";"MSTRG.6877.1";1;1;0;0;0;0
"7314";"ENSMGAT00000016586";1;1;0;0;0;0
"7315";"ENSMGAT00000016587";1;1;0;0;0;0
"7316";"MSTRG.6862.1";1;1;0;0;0;1
"7317";"MSTRG.6863.1";1;1;0;0;0;1
"7318";"MSTRG.6864.1";1;1;0;0;0;0
"7319";"ENSMGAT00000020697";1;1;0;0;0;0
"7320";"MSTRG.6866.1";1;1;0;0;0;0
"7321";"MSTRG.6867.1";1;1;0;0;0;0
"7322";"MSTRG.6868.1";1;1;0;0;0;0
"7323";"MSTRG.6881.1";1;1;0;1;0;0
"7324";"MSTRG.6882.1";1;1;0;1;0;1
"7325";"MSTRG.6883.1";1;1;1;0;0;0
"7326";"MSTRG.6884.1";1;1;0;0;0;0
"7327";"MSTRG.6885.3";1;1;0;0;0;0
"7328";"MSTRG.6889.1";1;1;0;1;0;0
"7329";"MSTRG.6891.1";1;1;0;0;0;0
"7330";"MSTRG.6892.1";1;1;0;0;0;0
"7331";"MSTRG.6896.1";1;1;0;0;0;0
"7332";"MSTRG.6893.1";1;1;0;0;0;0
"7333";"MSTRG.6894.1";1;1;0;0;0;0
"7334";"MSTRG.6895.2";1;0;0;0;0;0
"7335";"MSTRG.6901.1";1;1;1;0;0;1
"7336";"MSTRG.6902.1";1;1;0;0;0;0
"7337";"MSTRG.6902.2";1;1;0;0;0;0
"7338";"MSTRG.6902.3";1;1;0;0;0;0
"7339";"MSTRG.6902.4";1;1;0;0;0;0
"7340";"MSTRG.6902.5";1;1;0;0;0;0
"7341";"MSTRG.6898.1";1;1;0;1;0;1
"7342";"MSTRG.6899.1";1;1;0;1;0;0
"7343";"MSTRG.6900.1";1;1;0;1;0;0
"7344";"MSTRG.6903.4";1;1;0;0;1;0
"7345";"MSTRG.6904.1";1;1;0;0;0;0
"7346";"MSTRG.6905.1";1;0;0;0;0;0
"7347";"MSTRG.6906.1";1;1;0;1;1;1
"7348";"MSTRG.6907.1";1;1;0;1;0;0
"7349";"MSTRG.6913.1";1;1;0;1;0;0
"7350";"MSTRG.6914.1";1;0;0;0;0;0
"7351";"MSTRG.6914.2";1;0;0;0;0;0
"7352";"MSTRG.6914.3";1;0;0;0;0;0
"7353";"MSTRG.6915.1";1;1;1;0;0;0
"7354";"MSTRG.6916.1";1;1;0;0;0;0
"7355";"MSTRG.6917.1";1;1;0;1;0;1
"7356";"MSTRG.6918.1";1;1;0;1;0;0
"7357";"MSTRG.6919.1";1;1;0;0;0;0
"7358";"MSTRG.6920.1";1;1;0;0;0;0
"7359";"MSTRG.6920.2";1;1;0;0;0;1
"7360";"MSTRG.6920.3";1;1;0;0;0;1
"7361";"MSTRG.6920.4";1;1;0;0;0;1
"7362";"ENSMGAT00000017404";1;1;0;0;0;0
"7363";"MSTRG.6908.1";1;0;0;0;0;0
"7364";"MSTRG.6910.1";1;1;0;0;0;0
"7365";"ENSMGAT00000019880";1;1;0;0;0;0
"7366";"MSTRG.6911.1";1;1;0;0;0;0
"7367";"MSTRG.6912.1";1;1;0;1;0;1
"7368";"MSTRG.6968.3";1;1;0;0;0;0
"7369";"MSTRG.6969.1";1;1;0;0;0;0
"7370";"MSTRG.6969.3";1;1;0;0;0;1
"7371";"MSTRG.6969.4";1;1;0;0;0;1
"7372";"MSTRG.6969.2";1;1;0;0;1;1
"7373";"MSTRG.6969.5";1;1;0;0;0;0
"7374";"MSTRG.6969.6";1;1;0;0;0;1
"7375";"MSTRG.6969.7";1;1;0;0;1;1
"7376";"MSTRG.6970.1";1;1;0;1;0;1
"7377";"MSTRG.6969.10";1;1;0;0;0;0
"7378";"MSTRG.6969.11";1;1;0;0;0;0
"7379";"MSTRG.6969.9";1;1;0;0;0;0
"7380";"MSTRG.6969.8";1;1;0;0;1;1
"7381";"MSTRG.6969.13";1;1;0;0;0;1
"7382";"MSTRG.6969.12";1;1;0;0;1;1
"7383";"MSTRG.6969.14";1;1;0;0;1;0
"7384";"MSTRG.6969.15";1;1;0;0;0;1
"7385";"MSTRG.6969.16";1;1;0;0;0;1
"7386";"MSTRG.6969.17";1;1;0;0;0;1
"7387";"MSTRG.6969.18";1;1;0;0;0;0
"7388";"MSTRG.6972.1";1;0;0;0;1;0
"7389";"MSTRG.6972.2";1;0;0;0;1;0
"7390";"ENSMGAT00000016599";1;1;0;0;0;0
"7391";"MSTRG.6972.3";1;0;0;0;0;0
"7392";"ENSMGAT00000016601";1;1;0;0;0;0
"7393";"MSTRG.6969.19";1;1;0;0;0;0
"7394";"MSTRG.6973.1";1;1;0;1;0;0
"7395";"MSTRG.6974.1";1;1;0;0;0;0
"7396";"MSTRG.6975.1";1;1;0;0;0;0
